SIGNAL_SCORE_THRESHOLD,SPRING_DROP_PCT,SPRING_BOUNCE_PCT,VOLUME_MULTIPLIER,STOP_LOSS_PCT,total_trades,win_rate,profit_factor,max_drawdown,final_capital,total_return_pct,max_loss_streak
70,0.002,0.0015,2.0,0.005,381,0.2257,0.8605,0.5035,6287.89,-37.12,33
70,0.002,0.0015,2.0,0.007,381,0.2546,0.9224,0.3773,7963.95,-20.36,32
70,0.002,0.002,1.3,0.003,308,0.2338,0.9201,0.4202,8121.89,-18.78,19
70,0.002,0.002,1.3,0.005,308,0.2273,0.8597,0.421,7029.54,-29.7,30
70,0.002,0.002,1.3,0.007,308,0.2435,0.8768,0.3863,7429.7,-25.7,30
70,0.002,0.002,1.5,0.003,308,0.2338,0.9201,0.4202,8121.89,-18.78,19
70,0.002,0.002,1.5,0.005,308,0.2273,0.8597,0.421,7029.54,-29.7,30
70,0.002,0.002,1.5,0.007,308,0.2435,0.8768,0.3863,7429.7,-25.7,30
70,0.002,0.002,1.8,0.003,308,0.2338,0.9201,0.4202,8121.89,-18.78,19
70,0.002,0.002,1.8,0.005,308,0.2273,0.8597,0.421,7029.54,-29.7,30
70,0.002,0.002,1.8,0.007,308,0.2435,0.8768,0.3863,7429.7,-25.7,30
70,0.002,0.002,2.0,0.003,308,0.2338,0.9201,0.4202,8121.89,-18.78,19
70,0.002,0.002,2.0,0.005,308,0.2273,0.8597,0.421,7029.54,-29.7,30
70,0.002,0.002,2.0,0.007,308,0.2435,0.8768,0.3863,7429.7,-25.7,30
70,0.002,0.0025,1.3,0.003,263,0.2357,0.9189,0.386,8414.33,-15.86,19
70,0.002,0.0025,1.3,0.005,263,0.2129,0.7942,0.3921,6470.85,-35.29,27
70,0.002,0.0025,1.3,0.007,263,0.2395,0.8583,0.3173,7528.55,-24.71,27
70,0.002,0.0025,1.5,0.003,263,0.2357,0.9189,0.386,8414.33,-15.86,19
70,0.002,0.0025,1.5,0.005,263,0.2129,0.7942,0.3921,6470.85,-35.29,27
70,0.002,0.0025,1.5,0.007,263,0.2395,0.8583,0.3173,7528.55,-24.71,27
70,0.002,0.0025,1.8,0.003,263,0.2357,0.9189,0.386,8414.33,-15.86,19
70,0.002,0.0025,1.8,0.005,263,0.2129,0.7942,0.3921,6470.85,-35.29,27
70,0.002,0.0025,1.8,0.007,263,0.2395,0.8583,0.3173,7528.55,-24.71,27
70,0.002,0.0025,2.0,0.003,263,0.2357,0.9189,0.386,8414.33,-15.86,19
70,0.002,0.0025,2.0,0.005,263,0.2129,0.7942,0.3921,6470.85,-35.29,27
70,0.002,0.0025,2.0,0.007,263,0.2395,0.8583,0.3173,7528.55,-24.71,27
70,0.002,0.003,1.3,0.003,237,0.2489,0.9792,0.3543,9609.92,-3.9,19
70,0.002,0.003,1.3,0.005,237,0.2194,0.832,0.3856,7214.16,-27.86,24
70,0.002,0.003,1.3,0.007,237,0.2321,0.8306,0.3248,7341.44,-26.59,26
70,0.002,0.003,1.5,0.003,237,0.2489,0.9792,0.3543,9609.92,-3.9,19
70,0.002,0.003,1.5,0.005,237,0.2194,0.832,0.3856,7214.16,-27.86,24
70,0.002,0.003,1.5,0.007,237,0.2321,0.8306,0.3248,7341.44,-26.59,26
70,0.002,0.003,1.8,0.003,237,0.2489,0.9792,0.3543,9609.92,-3.9,19
70,0.002,0.003,1.8,0.005,237,0.2194,0.832,0.3856,7214.16,-27.86,24
70,0.002,0.003,1.8,0.007,237,0.2321,0.8306,0.3248,7341.44,-26.59,26
70,0.002,0.003,2.0,0.003,237,0.2489,0.9792,0.3543,9609.92,-3.9,19
70,0.002,0.003,2.0,0.005,237,0.2194,0.832,0.3856,7214.16,-27.86,24
70,0.002,0.003,2.0,0.007,237,0.2321,0.8306,0.3248,7341.44,-26.59,26
70,0.003,0.0015,1.3,0.003,254,0.2362,0.9601,0.427,9096.29,-9.04,17
70,0.003,0.0015,1.3,0.005,254,0.2205,0.8504,0.4397,7139.37,-28.61,27
70,0.003,0.0015,1.3,0.007,254,0.2638,0.9856,0.2887,9722.85,-2.77,28
70,0.003,0.0015,1.5,0.003,254,0.2362,0.9601,0.427,9096.29,-9.04,17
70,0.003,0.0015,1.5,0.005,254,0.2205,0.8504,0.4397,7139.37,-28.61,27
70,0.003,0.0015,1.5,0.007,254,0.2638,0.9856,0.2887,9722.85,-2.77,28
70,0.003,0.0015,1.8,0.003,254,0.2362,0.9601,0.427,9096.29,-9.04,17
70,0.003,0.0015,1.8,0.005,254,0.2205,0.8504,0.4397,7139.37,-28.61,27
70,0.003,0.0015,1.8,0.007,254,0.2638,0.9856,0.2887,9722.85,-2.77,28
70,0.003,0.0015,2.0,0.003,254,0.2362,0.9601,0.427,9096.29,-9.04,17
70,0.003,0.0015,2.0,0.005,254,0.2205,0.8504,0.4397,7139.37,-28.61,27
70,0.003,0.0015,2.0,0.007,254,0.2638,0.9856,0.2887,9722.85,-2.77,28
70,0.003,0.002,1.3,0.003,213,0.2254,0.9174,0.3867,8538.8,-14.61,17
70,0.003,0.002,1.3,0.005,213,0.2254,0.86,0.3589,7801.78,-21.98,25
70,0.003,0.002,1.3,0.007,213,0.2629,0.9764,0.2604,9618.34,-3.82,25
70,0.003,0.002,1.5,0.003,213,0.2254,0.9174,0.3867,8538.8,-14.61,17
70,0.003,0.002,1.5,0.005,213,0.2254,0.86,0.3589,7801.78,-21.98,25
70,0.003,0.002,1.5,0.007,213,0.2629,0.9764,0.2604,9618.34,-3.82,25
70,0.003,0.002,1.8,0.003,213,0.2254,0.9174,0.3867,8538.8,-14.61,17
70,0.003,0.002,1.8,0.005,213,0.2254,0.86,0.3589,7801.78,-21.98,25
70,0.003,0.002,1.8,0.007,213,0.2629,0.9764,0.2604,9618.34,-3.82,25
70,0.003,0.002,2.0,0.003,213,0.2254,0.9174,0.3867,8538.8,-14.61,17
70,0.003,0.002,2.0,0.005,213,0.2254,0.86,0.3589,7801.78,-21.98,25
70,0.003,0.002,2.0,0.007,213,0.2629,0.9764,0.2604,9618.34,-3.82,25
70,0.003,0.0025,1.3,0.003,182,0.2363,0.9593,0.3772,9368.33,-6.32,27
70,0.003,0.0025,1.3,0.005,182,0.2253,0.8698,0.3649,8221.39,-17.79,25
70,0.003,0.0025,1.3,0.007,182,0.2637,0.99,0.2525,9864.13,-1.36,25
70,0.003,0.0025,1.5,0.003,182,0.2363,0.9593,0.3772,9368.33,-6.32,27
70,0.003,0.0025,1.5,0.005,182,0.2253,0.8698,0.3649,8221.39,-17.79,25
70,0.003,0.0025,1.5,0.007,182,0.2637,0.99,0.2525,9864.13,-1.36,25
70,0.003,0.0025,1.8,0.003,182,0.2363,0.9593,0.3772,9368.33,-6.32,27
70,0.003,0.0025,1.8,0.005,182,0.2253,0.8698,0.3649,8221.39,-17.79,25
70,0.003,0.0025,1.8,0.007,182,0.2637,0.99,0.2525,9864.13,-1.36,25
70,0.003,0.0025,2.0,0.003,182,0.2363,0.9593,0.3772,9368.33,-6.32,27
70,0.003,0.0025,2.0,0.005,182,0.2253,0.8698,0.3649,8221.39,-17.79,25
70,0.003,0.0025,2.0,0.007,182,0.2637,0.99,0.2525,9864.13,-1.36,25
70,0.003,0.003,1.3,0.003,161,0.2422,0.9844,0.3705,9779.94,-2.2,40
70,0.003,0.003,1.3,0.005,161,0.236,0.9269,0.3581,9068.76,-9.31,27
70,0.003,0.003,1.3,0.007,161,0.2671,1.009,0.2738,10110.91,1.11,23
70,0.003,0.003,1.5,0.003,161,0.2422,0.9844,0.3705,9779.94,-2.2,40
70,0.003,0.003,1.5,0.005,161,0.236,0.9269,0.3581,9068.76,-9.31,27
70,0.003,0.003,1.5,0.007,161,0.2671,1.009,0.2738,10110.91,1.11,23
70,0.003,0.003,1.8,0.003,161,0.2422,0.9844,0.3705,9779.94,-2.2,40
70,0.003,0.003,1.8,0.005,161,0.236,0.9269,0.3581,9068.76,-9.31,27
70,0.003,0.003,1.8,0.007,161,0.2671,1.009,0.2738,10110.91,1.11,23
70,0.003,0.003,2.0,0.003,161,0.2422,0.9844,0.3705,9779.94,-2.2,40
70,0.003,0.003,2.0,0.005,161,0.236,0.9269,0.3581,9068.76,-9.31,27
70,0.003,0.003,2.0,0.007,161,0.2671,1.009,0.2738,10110.91,1.11,23
70,0.004,0.0015,1.3,0.003,163,0.2638,1.1212,0.2003,11577.83,15.78,12
70,0.004,0.0015,1.3,0.005,163,0.2393,0.9344,0.234,9215.44,-7.85,24
70,0.004,0.0015,1.3,0.007,163,0.2761,1.0791,0.2143,10979.51,9.8,24
70,0.004,0.0015,1.5,0.003,163,0.2638,1.1212,0.2003,11577.83,15.78,12
70,0.004,0.0015,1.5,0.005,163,0.2393,0.9344,0.234,9215.44,-7.85,24
70,0.004,0.0015,1.5,0.007,163,0.2761,1.0791,0.2143,10979.51,9.8,24
70,0.004,0.0015,1.8,0.003,163,0.2638,1.1212,0.2003,11577.83,15.78,12
70,0.004,0.0015,1.8,0.005,163,0.2393,0.9344,0.234,9215.44,-7.85,24
70,0.004,0.0015,1.8,0.007,163,0.2761,1.0791,0.2143,10979.51,9.8,24
70,0.004,0.0015,2.0,0.003,163,0.2638,1.1212,0.2003,11577.83,15.78,12
70,0.004,0.0015,2.0,0.005,163,0.2393,0.9344,0.234,9215.44,-7.85,24
70,0.004,0.0015,2.0,0.007,163,0.2761,1.0791,0.2143,10979.51,9.8,24
70,0.004,0.002,1.3,0.003,140,0.2714,1.1766,0.1405,11967.61,19.68,11
70,0.004,0.002,1.3,0.005,140,0.2571,1.0232,0.2157,10244.56,2.45,21
70,0.004,0.002,1.3,0.007,140,0.2857,1.1108,0.1903,11176.23,11.76,21
70,0.004,0.002,1.5,0.003,140,0.2714,1.1766,0.1405,11967.61,19.68,11
70,0.004,0.002,1.5,0.005,140,0.2571,1.0232,0.2157,10244.56,2.45,21
70,0.004,0.002,1.5,0.007,140,0.2857,1.1108,0.1903,11176.23,11.76,21
70,0.004,0.002,1.8,0.003,140,0.2714,1.1766,0.1405,11967.61,19.68,11
70,0.004,0.002,1.8,0.005,140,0.2571,1.0232,0.2157,10244.56,2.45,21
70,0.004,0.002,1.8,0.007,140,0.2857,1.1108,0.1903,11176.23,11.76,21
70,0.004,0.002,2.0,0.003,140,0.2714,1.1766,0.1405,11967.61,19.68,11
70,0.004,0.002,2.0,0.005,140,0.2571,1.0232,0.2157,10244.56,2.45,21
70,0.004,0.002,2.0,0.007,140,0.2857,1.1108,0.1903,11176.23,11.76,21
70,0.004,0.0025,1.3,0.003,121,0.2893,1.2679,0.167,12597.92,25.98,11
70,0.004,0.0025,1.3,0.005,121,0.2645,1.069,0.1912,10626.25,6.26,21
70,0.004,0.0025,1.3,0.007,121,0.2893,1.1427,0.1908,11268.74,12.69,21
70,0.004,0.0025,1.5,0.003,121,0.2893,1.2679,0.167,12597.92,25.98,11
70,0.004,0.0025,1.5,0.005,121,0.2645,1.069,0.1912,10626.25,6.26,21
70,0.004,0.0025,1.5,0.007,121,0.2893,1.1427,0.1908,11268.74,12.69,21
70,0.004,0.0025,1.8,0.003,121,0.2893,1.2679,0.167,12597.92,25.98,11
70,0.004,0.0025,1.8,0.005,121,0.2645,1.069,0.1912,10626.25,6.26,21
70,0.004,0.0025,1.8,0.007,121,0.2893,1.1427,0.1908,11268.74,12.69,21
70,0.004,0.0025,2.0,0.003,121,0.2893,1.2679,0.167,12597.92,25.98,11
70,0.004,0.0025,2.0,0.005,121,0.2645,1.069,0.1912,10626.25,6.26,21
70,0.004,0.0025,2.0,0.007,121,0.2893,1.1427,0.1908,11268.74,12.69,21
70,0.004,0.003,1.3,0.003,112,0.2946,1.2936,0.1501,12618.26,26.18,10
70,0.004,0.003,1.3,0.005,112,0.2679,1.0961,0.1821,10809.54,8.1,20
70,0.004,0.003,1.3,0.007,112,0.2857,1.1347,0.1821,11092.14,10.92,20
70,0.004,0.003,1.5,0.003,112,0.2946,1.2936,0.1501,12618.26,26.18,10
70,0.004,0.003,1.5,0.005,112,0.2679,1.0961,0.1821,10809.54,8.1,20
70,0.004,0.003,1.5,0.007,112,0.2857,1.1347,0.1821,11092.14,10.92,20
70,0.004,0.003,1.8,0.003,112,0.2946,1.2936,0.1501,12618.26,26.18,10
70,0.004,0.003,1.8,0.005,112,0.2679,1.0961,0.1821,10809.54,8.1,20
70,0.004,0.003,1.8,0.007,112,0.2857,1.1347,0.1821,11092.14,10.92,20
70,0.004,0.003,2.0,0.003,112,0.2946,1.2936,0.1501,12618.26,26.18,10
70,0.004,0.003,2.0,0.005,112,0.2679,1.0961,0.1821,10809.54,8.1,20
70,0.004,0.003,2.0,0.007,112,0.2857,1.1347,0.1821,11092.14,10.92,20
70,0.005,0.0015,1.3,0.003,104,0.2981,1.3459,0.1665,12689.19,26.89,14
70,0.005,0.0015,1.3,0.005,104,0.2692,1.0826,0.23,10620.92,6.21,26
70,0.005,0.0015,1.3,0.007,104,0.2788,1.0786,0.1988,10598.11,5.98,22
70,0.005,0.0015,1.5,0.003,104,0.2981,1.3459,0.1665,12689.19,26.89,14
70,0.005,0.0015,1.5,0.005,104,0.2692,1.0826,0.23,10620.92,6.21,26
70,0.005,0.0015,1.5,0.007,104,0.2788,1.0786,0.1988,10598.11,5.98,22
70,0.005,0.0015,1.8,0.003,104,0.2981,1.3459,0.1665,12689.19,26.89,14
70,0.005,0.0015,1.8,0.005,104,0.2692,1.0826,0.23,10620.92,6.21,26
70,0.005,0.0015,1.8,0.007,104,0.2788,1.0786,0.1988,10598.11,5.98,22
70,0.005,0.0015,2.0,0.003,104,0.2981,1.3459,0.1665,12689.19,26.89,14
70,0.005,0.0015,2.0,0.005,104,0.2692,1.0826,0.23,10620.92,6.21,26
70,0.005,0.0015,2.0,0.007,104,0.2788,1.0786,0.1988,10598.11,5.98,22
70,0.005,0.002,1.3,0.003,92,0.2826,1.2555,0.1743,11743.6,17.44,15
70,0.005,0.002,1.3,0.005,92,0.2826,1.195,0.2064,11281.61,12.82,23
70,0.005,0.002,1.3,0.007,92,0.2826,1.1016,0.1743,10673.78,6.74,19
70,0.005,0.002,1.5,0.003,92,0.2826,1.2555,0.1743,11743.6,17.44,15
70,0.005,0.002,1.5,0.005,92,0.2826,1.195,0.2064,11281.61,12.82,23
70,0.005,0.002,1.5,0.007,92,0.2826,1.1016,0.1743,10673.78,6.74,19
70,0.005,0.002,1.8,0.003,92,0.2826,1.2555,0.1743,11743.6,17.44,15
70,0.005,0.002,1.8,0.005,92,0.2826,1.195,0.2064,11281.61,12.82,23
70,0.005,0.002,1.8,0.007,92,0.2826,1.1016,0.1743,10673.78,6.74,19
70,0.005,0.002,2.0,0.003,92,0.2826,1.2555,0.1743,11743.6,17.44,15
70,0.005,0.002,2.0,0.005,92,0.2826,1.195,0.2064,11281.61,12.82,23
70,0.005,0.002,2.0,0.007,92,0.2826,1.1016,0.1743,10673.78,6.74,19
70,0.005,0.0025,1.3,0.003,82,0.2805,1.211,0.166,11293.01,12.93,14
70,0.005,0.0025,1.3,0.005,82,0.2927,1.2719,0.1984,11571.2,15.71,22
70,0.005,0.0025,1.3,0.007,82,0.2805,1.0888,0.1984,10510.44,5.1,22
70,0.005,0.0025,1.5,0.003,82,0.2805,1.211,0.166,11293.01,12.93,14
70,0.005,0.0025,1.5,0.005,82,0.2927,1.2719,0.1984,11571.2,15.71,22
70,0.005,0.0025,1.5,0.007,82,0.2805,1.0888,0.1984,10510.44,5.1,22
70,0.005,0.0025,1.8,0.003,82,0.2805,1.211,0.166,11293.01,12.93,14
70,0.005,0.0025,1.8,0.005,82,0.2927,1.2719,0.1984,11571.2,15.71,22
70,0.005,0.0025,1.8,0.007,82,0.2805,1.0888,0.1984,10510.44,5.1,22
70,0.005,0.0025,2.0,0.003,82,0.2805,1.211,0.166,11293.01,12.93,14
70,0.005,0.0025,2.0,0.005,82,0.2927,1.2719,0.1984,11571.2,15.71,22
70,0.005,0.0025,2.0,0.007,82,0.2805,1.0888,0.1984,10510.44,5.1,22
70,0.005,0.003,1.3,0.003,71,0.3099,1.3731,0.123,12007.2,20.07,10
70,0.005,0.003,1.3,0.005,71,0.3239,1.4919,0.1571,12495.02,24.95,17
70,0.005,0.003,1.3,0.007,71,0.2958,1.1955,0.1571,10982.28,9.82,17
70,0.005,0.003,1.5,0.003,71,0.3099,1.3731,0.123,12007.2,20.07,10
70,0.005,0.003,1.5,0.005,71,0.3239,1.4919,0.1571,12495.02,24.95,17
70,0.005,0.003,1.5,0.007,71,0.2958,1.1955,0.1571,10982.28,9.82,17
70,0.005,0.003,1.8,0.003,71,0.3099,1.3731,0.123,12007.2,20.07,10
70,0.005,0.003,1.8,0.005,71,0.3239,1.4919,0.1571,12495.02,24.95,17
70,0.005,0.003,1.8,0.007,71,0.2958,1.1955,0.1571,10982.28,9.82,17
70,0.005,0.003,2.0,0.003,71,0.3099,1.3731,0.123,12007.2,20.07,10
70,0.005,0.003,2.0,0.005,71,0.3239,1.4919,0.1571,12495.02,24.95,17
70,0.005,0.003,2.0,0.007,71,0.2958,1.1955,0.1571,10982.28,9.82,17
75,0.002,0.0015,1.3,0.003,281,0.2669,1.0914,0.3809,12441.32,24.41,26
75,0.002,0.0015,1.3,0.005,281,0.2811,1.1307,0.3757,13444.42,34.44,21
75,0.002,0.0015,1.3,0.007,281,0.2776,1.0236,0.2898,10487.66,4.88,21
75,0.002,0.0015,1.5,0.003,281,0.2669,1.0914,0.3809,12441.32,24.41,26
75,0.002,0.0015,1.5,0.005,281,0.2811,1.1307,0.3757,13444.42,34.44,21
75,0.002,0.0015,1.5,0.007,281,0.2776,1.0236,0.2898,10487.66,4.88,21
75,0.002,0.0015,1.8,0.003,281,0.2669,1.0914,0.3809,12441.32,24.41,26
75,0.002,0.0015,1.8,0.005,281,0.2811,1.1307,0.3757,13444.42,34.44,21
75,0.002,0.0015,1.8,0.007,281,0.2776,1.0236,0.2898,10487.66,4.88,21
75,0.002,0.0015,2.0,0.003,281,0.2669,1.0914,0.3809,12441.32,24.41,26
75,0.002,0.0015,2.0,0.005,281,0.2811,1.1307,0.3757,13444.42,34.44,21
75,0.002,0.0015,2.0,0.007,281,0.2776,1.0236,0.2898,10487.66,4.88,21
75,0.002,0.002,1.3,0.003,216,0.2593,1.0763,0.2857,11374.15,13.74,15
75,0.002,0.002,1.3,0.005,216,0.2685,1.072,0.3203,11249.14,12.49,21
75,0.002,0.002,1.3,0.007,216,0.2639,0.9626,0.2595,9440.46,-5.6,20
75,0.002,0.002,1.5,0.003,216,0.2593,1.0763,0.2857,11374.15,13.74,15
75,0.002,0.002,1.5,0.005,216,0.2685,1.072,0.3203,11249.14,12.49,21
75,0.002,0.002,1.5,0.007,216,0.2639,0.9626,0.2595,9440.46,-5.6,20
75,0.002,0.002,1.8,0.003,216,0.2593,1.0763,0.2857,11374.15,13.74,15
75,0.002,0.002,1.8,0.005,216,0.2685,1.072,0.3203,11249.14,12.49,21
75,0.002,0.002,1.8,0.007,216,0.2639,0.9626,0.2595,9440.46,-5.6,20
75,0.002,0.002,2.0,0.003,216,0.2593,1.0763,0.2857,11374.15,13.74,15
75,0.002,0.002,2.0,0.005,216,0.2685,1.072,0.3203,11249.14,12.49,21
75,0.002,0.002,2.0,0.007,216,0.2639,0.9626,0.2595,9440.46,-5.6,20
75,0.002,0.0025,1.3,0.003,178,0.2584,1.069,0.2999,10983.16,9.83,15
75,0.002,0.0025,1.3,0.005,178,0.2584,1.032,0.2638,10433.13,4.33,22
75,0.002,0.0025,1.3,0.007,178,0.2528,0.9083,0.2366,8888.13,-11.12,22
75,0.002,0.0025,1.5,0.003,178,0.2584,1.069,0.2999,10983.16,9.83,15
75,0.002,0.0025,1.5,0.005,178,0.2584,1.032,0.2638,10433.13,4.33,22
75,0.002,0.0025,1.5,0.007,178,0.2528,0.9083,0.2366,8888.13,-11.12,22
75,0.002,0.0025,1.8,0.003,178,0.2584,1.069,0.2999,10983.16,9.83,15
75,0.002,0.0025,1.8,0.005,178,0.2584,1.032,0.2638,10433.13,4.33,22
75,0.002,0.0025,1.8,0.007,178,0.2528,0.9083,0.2366,8888.13,-11.12,22
75,0.002,0.0025,2.0,0.003,178,0.2584,1.069,0.2999,10983.16,9.83,15
75,0.002,0.0025,2.0,0.005,178,0.2584,1.032,0.2638,10433.13,4.33,22
75,0.002,0.0025,2.0,0.007,178,0.2528,0.9083,0.2366,8888.13,-11.12,22
75,0.002,0.003,1.3,0.003,160,0.2437,0.9904,0.3263,9878.73,-1.21,16
75,0.002,0.003,1.3,0.005,160,0.25,0.9931,0.292,9915.55,-0.84,19
75,0.002,0.003,1.3,0.007,160,0.2375,0.8677,0.2526,8538.22,-14.62,20
75,0.002,0.003,1.5,0.003,160,0.2437,0.9904,0.3263,9878.73,-1.21,16
75,0.002,0.003,1.5,0.005,160,0.25,0.9931,0.292,9915.55,-0.84,19
75,0.002,0.003,1.5,0.007,160,0.2375,0.8677,0.2526,8538.22,-14.62,20
75,0.002,0.003,1.8,0.003,160,0.2437,0.9904,0.3263,9878.73,-1.21,16
75,0.002,0.003,1.8,0.005,160,0.25,0.9931,0.292,9915.55,-0.84,19
75,0.002,0.003,1.8,0.007,160,0.2375,0.8677,0.2526,8538.22,-14.62,20
75,0.002,0.003,2.0,0.003,160,0.2437,0.9904,0.3263,9878.73,-1.21,16
75,0.002,0.003,2.0,0.005,160,0.25,0.9931,0.292,9915.55,-0.84,19
75,0.002,0.003,2.0,0.007,160,0.2375,0.8677,0.2526,8538.22,-14.62,20
75,0.003,0.0015,1.3,0.003,194,0.2423,0.996,0.333,9934.05,-0.66,14
75,0.003,0.0015,1.3,0.005,194,0.2474,0.9684,0.3412,9504.56,-4.95,21
75,0.003,0.0015,1.3,0.007,194,0.2629,0.9785,0.205,9693.81,-3.06,18
75,0.003,0.0015,1.5,0.003,194,0.2423,0.996,0.333,9934.05,-0.66,14
75,0.003,0.0015,1.5,0.005,194,0.2474,0.9684,0.3412,9504.56,-4.95,21
75,0.003,0.0015,1.5,0.007,194,0.2629,0.9785,0.205,9693.81,-3.06,18
75,0.003,0.0015,1.8,0.003,194,0.2423,0.996,0.333,9934.05,-0.66,14
75,0.003,0.0015,1.8,0.005,194,0.2474,0.9684,0.3412,9504.56,-4.95,21
75,0.003,0.0015,1.8,0.007,194,0.2629,0.9785,0.205,9693.81,-3.06,18
75,0.003,0.0015,2.0,0.003,194,0.2423,0.996,0.333,9934.05,-0.66,14
75,0.003,0.0015,2.0,0.005,194,0.2474,0.9684,0.3412,9504.56,-4.95,21
75,0.003,0.0015,2.0,0.007,194,0.2629,0.9785,0.205,9693.81,-3.06,18
75,0.003,0.002,1.3,0.003,154,0.2662,1.1297,0.2471,11708.64,17.09,11
75,0.003,0.002,1.3,0.005,154,0.2597,1.0235,0.2616,10282.55,2.83,17
75,0.003,0.002,1.3,0.007,154,0.2792,1.0606,0.1817,10710.82,7.11,16
75,0.003,0.002,1.5,0.003,154,0.2662,1.1297,0.2471,11708.64,17.09,11
75,0.003,0.002,1.5,0.005,154,0.2597,1.0235,0.2616,10282.55,2.83,17
75,0.003,0.002,1.5,0.007,154,0.2792,1.0606,0.1817,10710.82,7.11,16
75,0.003,0.002,1.8,0.003,154,0.2662,1.1297,0.2471,11708.64,17.09,11
75,0.003,0.002,1.8,0.005,154,0.2597,1.0235,0.2616,10282.55,2.83,17
75,0.003,0.002,1.8,0.007,154,0.2792,1.0606,0.1817,10710.82,7.11,16
75,0.003,0.002,2.0,0.003,154,0.2662,1.1297,0.2471,11708.64,17.09,11
75,0.003,0.002,2.0,0.005,154,0.2597,1.0235,0.2616,10282.55,2.83,17
75,0.003,0.002,2.0,0.007,154,0.2792,1.0606,0.1817,10710.82,7.11,16
75,0.003,0.0025,1.3,0.003,125,0.272,1.1518,0.2759,11631.55,16.32,19
75,0.003,0.0025,1.3,0.005,125,0.264,1.0618,0.239,10619.96,6.2,20
75,0.003,0.0025,1.3,0.007,125,0.28,1.0861,0.1821,10831.48,8.31,20
75,0.003,0.0025,1.5,0.003,125,0.272,1.1518,0.2759,11631.55,16.32,19
75,0.003,0.0025,1.5,0.005,125,0.264,1.0618,0.239,10619.96,6.2,20
75,0.003,0.0025,1.5,0.007,125,0.28,1.0861,0.1821,10831.48,8.31,20
75,0.003,0.0025,1.8,0.003,125,0.272,1.1518,0.2759,11631.55,16.32,19
75,0.003,0.0025,1.8,0.005,125,0.264,1.0618,0.239,10619.96,6.2,20
75,0.003,0.0025,1.8,0.007,125,0.28,1.0861,0.1821,10831.48,8.31,20
75,0.003,0.0025,2.0,0.003,125,0.272,1.1518,0.2759,11631.55,16.32,19
75,0.003,0.0025,2.0,0.005,125,0.264,1.0618,0.239,10619.96,6.2,20
75,0.003,0.0025,2.0,0.007,125,0.28,1.0861,0.1821,10831.48,8.31,20
75,0.003,0.003,1.3,0.003,112,0.2679,1.1264,0.2542,11204.52,12.05,18
75,0.003,0.003,1.3,0.005,112,0.2679,1.0888,0.2231,10809.54,8.1,17
75,0.003,0.003,1.3,0.007,112,0.2768,1.0749,0.1646,10658.67,6.59,17
75,0.003,0.003,1.5,0.003,112,0.2679,1.1264,0.2542,11204.52,12.05,18
75,0.003,0.003,1.5,0.005,112,0.2679,1.0888,0.2231,10809.54,8.1,17
75,0.003,0.003,1.5,0.007,112,0.2768,1.0749,0.1646,10658.67,6.59,17
75,0.003,0.003,1.8,0.003,112,0.2679,1.1264,0.2542,11204.52,12.05,18
75,0.003,0.003,1.8,0.005,112,0.2679,1.0888,0.2231,10809.54,8.1,17
75,0.003,0.003,1.8,0.007,112,0.2768,1.0749,0.1646,10658.67,6.59,17
75,0.003,0.003,2.0,0.003,112,0.2679,1.1264,0.2542,11204.52,12.05,18
75,0.003,0.003,2.0,0.005,112,0.2679,1.0888,0.2231,10809.54,8.1,17
75,0.003,0.003,2.0,0.007,112,0.2768,1.0749,0.1646,10658.67,6.59,17
75,0.004,0.0015,1.3,0.003,125,0.248,1.0557,0.1993,10545.46,5.45,21
75,0.004,0.0015,1.3,0.005,125,0.248,0.9823,0.2096,9834.73,-1.65,17
75,0.004,0.0015,1.3,0.007,125,0.256,0.967,0.1756,9703.54,-2.96,17
75,0.004,0.0015,1.5,0.003,125,0.248,1.0557,0.1993,10545.46,5.45,21
75,0.004,0.0015,1.5,0.005,125,0.248,0.9823,0.2096,9834.73,-1.65,17
75,0.004,0.0015,1.5,0.007,125,0.256,0.967,0.1756,9703.54,-2.96,17
75,0.004,0.0015,1.8,0.003,125,0.248,1.0557,0.1993,10545.46,5.45,21
75,0.004,0.0015,1.8,0.005,125,0.248,0.9823,0.2096,9834.73,-1.65,17
75,0.004,0.0015,1.8,0.007,125,0.256,0.967,0.1756,9703.54,-2.96,17
75,0.004,0.0015,2.0,0.003,125,0.248,1.0557,0.1993,10545.46,5.45,21
75,0.004,0.0015,2.0,0.005,125,0.248,0.9823,0.2096,9834.73,-1.65,17
75,0.004,0.0015,2.0,0.007,125,0.256,0.967,0.1756,9703.54,-2.96,17
75,0.004,0.002,1.3,0.003,99,0.2929,1.3277,0.124,12651.62,26.52,10
75,0.004,0.002,1.3,0.005,99,0.2727,1.1081,0.1826,10830.09,8.3,14
75,0.004,0.002,1.3,0.007,99,0.2929,1.1462,0.1318,11074.51,10.75,14
75,0.004,0.002,1.5,0.003,99,0.2929,1.3277,0.124,12651.62,26.52,10
75,0.004,0.002,1.5,0.005,99,0.2727,1.1081,0.1826,10830.09,8.3,14
75,0.004,0.002,1.5,0.007,99,0.2929,1.1462,0.1318,11074.51,10.75,14
75,0.004,0.002,1.8,0.003,99,0.2929,1.3277,0.124,12651.62,26.52,10
75,0.004,0.002,1.8,0.005,99,0.2727,1.1081,0.1826,10830.09,8.3,14
